	WATERBODY_NAME	Vattendist	OMRTYP	DATUM	OLD_HID	TYP_NFS06	HID	DIST_CD	VISS_EU_CD	WATER_DISTRICT_CODE	COUNTRY	TYPE_AREA_CODE	TYPE_AREA_NO	Shape_Leng	Shape_Area	OBJECTID *	Shape *	EU_CD	MS_CD	VISS_MS_CD	NAMN	CATEGORY	WB	District	COMP_AUTH	Country	Version	URL_VISS	ObjVer	PopNamn	GVatten	UTL_EU_CD	UTL_MS_CD	Shape_Length	TYPOMR_KOD	TYPOMRNAMN	TYPE_AREA_NAME	TYPE_AREA_SUFFIX	WATER_DISTRICT_NAME
222	Västra Saxarfjärden	3	2	2006-12-31		12	592650-182815	SE3	SE592650-182815	SE3	SE	12n	12	68392.11422999999	23885261.45	383.0	Polygon	SEB0F8789F-4EDA-48BD-BBE1-CC1B8921228A	WA81334953	SE592650-182815	Västra Saxarfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592650-182815	2010	Västra Saxarfjärden_(59.44,18.47)	N	 	 	68392.11422999999	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
223	Trälhavet	3	2	2006-12-31		12	592605-182310	SE3	SE592605-182310	SE3	SE	12n	12	51929.13328	20583857.1	381.0	Polygon	SEC788F3D0-84E3-4D4F-B068-422771445DBB	WA80139110	SE592605-182310	Trälhavet	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592605-182310	2010	Trälhavet_(59.44,18.37)	N	 	 	51929.13328	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
224	Kyrkfjärden	3	1	2006-12-31		24	592600-181135	SE3	SE592600-181135	SE3	SE	24	24	12421.84663	2274241.753	379.0	Polygon	SE7A1E773E-9E72-426D-9280-9CA6C598B44C	WA24447106	SE592600-181135	Kyrkfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592600-181135	2012_2	Kyrkfjärden_(59.43,18.19)	N	 	 	12421.84663	24	24 - Stockholms inre skärgård och Hallsfjärden	Stockholms inre skärgård och Hallsfjärden		Norra Östersjöns vattendistrikt
225	Överbyfjärden	3	1	2006-12-31		24	592575-181770	SE3	SE592575-181770	SE3	SE	24	24	11527.65442	2010734.105	378.0	Polygon	SE56B37D6B-D5CF-4C2C-B16B-154ED480E8C4	WA21701435	SE592575-181770	Överbyfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592575-181770	2012_2	Överbyfjärden_(59.43,18.3)	N	 	 	11527.65442	24	24 - Stockholms inre skärgård och Hallsfjärden	Stockholms inre skärgård och Hallsfjärden		Norra Östersjöns vattendistrikt
226	Säbyvik	3	1	2006-12-31		24	592600-181600	SE3	SE592600-181600	SE3	SE	24	24	16014.73261	1867820.15	380.0	Polygon	SEC78B9F68-9C81-46FD-891E-4F24E72B142D	WA91923597	SE592600-181600	Säbyvik	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592600-181600	2012_2	Säbyvik_(59.43,18.23)	N	 	 	16014.73261	24	24 - Stockholms inre skärgård och Hallsfjärden	Stockholms inre skärgård och Hallsfjärden		Norra Östersjöns vattendistrikt
227	Södra Vaxholmsfjärden	3	1	2006-12-31		24	592420-182210	SE3	SE592420-182210	SE3	SE	24	24	19983.04654	4432669.17	371.0	Polygon	SE6AC19A73-910E-4109-A0BD-3A154DEDD606	WA50877727	SE592420-182210	Södra Vaxholmsfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE592420-182210	2012_2	Södra Vaxholmsfjärden_(59.4,18.37)	N	 	 	19983.04654	24	24 - Stockholms inre skärgård och Hallsfjärden	Stockholms inre skärgård och Hallsfjärden		Norra Östersjöns vattendistrikt
228	Skurusundet	3	1	2006-12-31		24	591800-181360	SE3	SE591800-181360	SE3	SE	24	24	19579.22996	2430855.484	353.0	Polygon	SE39CC4296-D82A-49AB-9E47-7F0CE95AF429	WA36243146	SE591800-181360	Skurusundet	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591800-181360	2012_2	Skurusundet_(59.3,18.25)	N	 	 	19579.22997	24	24 - Stockholms inre skärgård och Hallsfjärden	Stockholms inre skärgård och Hallsfjärden		Norra Östersjöns vattendistrikt
229	Gränöfjärden	3	2	2006-12-31		12	591050-182740	SE3	SE591050-182740	SE3	SE	12n	12	50680.16362	15666192.25	335.0	Polygon	SEBB07FC8A-3AF1-45A3-B216-9CBE1C7D902E	WA20961615	SE591050-182740	Gränöfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591050-182740	2010	Gränöfjärden_(59.18,18.43)	N	 	 	50680.16362	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
230	Ällmorafjärden	3	2	2006-12-31		12	591160-182400	SE3	SE591160-182400	SE3	SE	12n	12	8982.182529000002	1528149.148	337.0	Polygon	SE262962BB-EC9B-4C10-B504-20E1BB5A98AA	WA77631075	SE591160-182400	Ällmorafjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591160-182400	2010	Ällmorafjärden_(59.2,18.38)	N	 	 	8982.182529000002	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
231	Jungfrufjärden	3	2	2006-12-31		12	590835-183000	SE3	SE590835-183000	SE3	SE	12n	12	67070.26005	48249094.49	332.0	Polygon	SEC2D96626-C036-4DF8-BCBF-D6BAF65628B5	WA73816798	SE590835-183000	Jungfrufjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590835-183000	2010	Jungfrufjärden_(59.15,18.52)	N	 	 	67070.26005	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
232	Vissvassfjärden	3	2	2006-12-31		12	591090-182300	SE3	SE591090-182300	SE3	SE	12n	12	5739.073075	1157144.963	336.0	Polygon	SEC75D7AAC-7479-4B84-A8CA-B78011C1E13C	WA59782415	SE591090-182300	Vissvassfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE591090-182300	2010	Vissvassfjärden_(59.18,18.38)	N	 	 	5739.073075	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
233	Sandemars fjärd sek namn	3	2	2006-12-31		12	590635-182120	SE3	SE590635-182120	SE3	SE	12n	12	51342.21333	17112735.93	328.0	Polygon	SE462AAA91-6C09-4122-9CC7-53973476438E	WA82971599	SE590635-182120	Sandemars fjärd sek namn	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590635-182120	2010	Sandemars fjärd sek namn_(59.11,18.35)	N	 	 	51342.21333	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
234	Fåglaröfjärden sek namn	3	2	2006-12-31		12	590500-182000	SE3	SE590500-182000	SE3	SE	12n	12	95300.77174	31265594.15	326.0	Polygon	SED0C803EE-6E7F-4184-BFFB-BCD16844E034	WA79617740	SE590500-182000	Fåglaröfjärden sek namn	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590500-182000	2010	Fåglaröfjärden sek namn_(59.09,18.37)	N	 	 	95300.77174	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
235	Skettnefjärden	3	2	2006-12-31		12	584905-172980	SE3	SE584905-172980	SE3	SE	12n	12	19193.08048	4728924.655	296.0	Polygon	SE8717D4C1-46E0-4A7B-9F9B-1B89875A4274	WA39175746	SE584905-172980	Skettnefjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584905-172980	2010	Skettnefjärden_(58.82,17.49)	N	 	 	19193.08048	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
236	Lagnöströmmen	4	2	2006-12-31		12	582070-164820	SE4	SE582070-164820	SE4	SE	12s	12	21821.06418	4175059.6339999996	225.0	Polygon	SE8226CA92-CA83-4331-94CF-4C7AF4DDAEAA	WA13379657	SE582070-164820	Lagnöströmmen	CW	Y	SE4	SO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE582070-164820	2010	Lagnöströmmen_(58.34,16.8)	N	 	 	21821.06418	12s	12s - Östergötlands samt Stockholms skärgård, mellankustvatten, södra	Östergötlands samt Stockholms skärgård, mellankustvatten, södra		Södra Östersjöns vattendistrikt
237	Kaggfjärden	3	2	2006-12-31		12	590550-174540	SE3	SE590550-174540	SE3	SE	12n	12	12058.918020000001	5230920.537	327.0	Polygon	SE15FFB133-772C-437A-BCC9-F3A051CD5EDC	WA76505752	SE590550-174540	Kaggfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590550-174540	2010	Kaggfjärden_(59.1,17.76)	N	 	 	12058.918020000001	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
238	Näslandsfjärden	3	2	2006-12-31		12	590400-174090	SE3	SE590400-174090	SE3	SE	12n	12	34605.01203	13992146.01	325.0	Polygon	SE72FC1381-7DC2-40C7-8DA7-04D8F735AD29	WA87665361	SE590400-174090	Näslandsfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590400-174090	2010	Näslandsfjärden_(59.08,17.63)	N	 	 	34605.01203	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
239	Himmerfjärden	3	2	2006-12-31		12	590000-174400	SE3	SE590000-174400	SE3	SE	12n	12	51485.84383	30515433.12	320.0	Polygon	SE0AECA684-8CEA-4354-9303-DA90C1921699	WA55952587	SE590000-174400	Himmerfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590000-174400	2010	Himmerfjärden_(59.02,17.73)	N	 	 	51485.84383	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
240	Stavbofjärden	3	2	2006-12-31		12	590200-173765	SE3	SE590200-173765	SE3	SE	12n	12	34622.54532	9095776.223	323.0	Polygon	SE4EC43484-C673-4506-B40C-225837751856	WA16216440	SE590200-173765	Stavbofjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE590200-173765	2010	Stavbofjärden_(59.01,17.64)	N	 	 	34622.54532	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
241	Svärdsfjärden	3	2	2006-12-31		12	585000-174600	SE3	SE585000-174600	SE3	SE	12n	12	124254.7187	68118508.5	298.0	Polygon	SE6ED5F8DF-3C76-420A-894B-6E5B02E36AEC	WA56384097	SE585000-174600	Svärdsfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585000-174600	2010	Svärdsfjärden_(58.83,17.79)	N	 	 	124254.7187	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
242	Gälöfjärden	3	2	2006-12-31		12	585400-173870	SE3	SE585400-173870	SE3	SE	12n	12	59704.27536	23437120.68	313.0	Polygon	SE3F6598CE-D9B4-4A7C-9AD9-F6F89F5A67F2	WA43490660	SE585400-173870	Gälöfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585400-173870	2010	Gälöfjärden_(58.92,17.63)	N	 	 	59704.27536	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
243	Fållnäsviken	3	2	2006-12-31		12	585345-174950	SE3	SE585345-174950	SE3	SE	12n	12	31713.705060000004	6421720.704	310.0	Polygon	SEDF08FD28-D471-4A67-B4AE-34C3F7478C96	WA66246728	SE585345-174950	Fållnäsviken	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585345-174950	2010	Fållnäsviken_(58.89,17.82)	N	 	 	31713.705060000004	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
244	Fifångsdjupet	3	2	2006-12-31		12	585200-174000	SE3	SE585200-174000	SE3	SE	12n	12	44038.67404	26057325.73	308.0	Polygon	SECE3D31BE-87AC-4222-8267-02B7B2488EE7	WA44305130	SE585200-174000	Fifångsdjupet	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585200-174000	2010	Fifångsdjupet_(58.87,17.67)	N	 	 	44038.67404	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
245	Nynäsviken	3	2	2006-12-31		12	585170-175445	SE3	SE585170-175445	SE3	SE	12n	12	35898.09951	6563167.961	304.0	Polygon	SEB6990AE0-65C7-48C9-A4E0-B12894AF9793	WA16824177	SE585170-175445	Nynäsviken	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585170-175445	2010	Nynäsviken_(58.85,17.9)	N	 	 	35898.09951	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
246	Dragfjärden sek namn	3	2	2006-12-31		12	584960-175280	SE3	SE584960-175280	SE3	SE	12n	12	69759.6321	10500406.27	297.0	Polygon	SE3518A96D-68F6-4A4F-8C78-D4A6E9B6813F	WA15662723	SE584960-175280	Dragfjärden sek namn	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584960-175280	2010	Dragfjärden sek namn_(58.85,17.86)	N	 	 	69759.6321	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
247	Gårdsfjärden	3	2	2006-12-31		12	585145-175690	SE3	SE585145-175690	SE3	SE	12n	12	21821.56024	7697048.447000001	302.0	Polygon	SE16837EAD-2E28-4795-A8A3-2C07CA191E5A	WA14015905	SE585145-175690	Gårdsfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585145-175690	2010	Gårdsfjärden_(58.87,17.94)	N	 	 	21821.56024	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
248	Trosafjärden	3	2	2006-12-31		12	585200-173430	SE3	SE585200-173430	SE3	SE	12n	12	18238.54948	3559179.762	306.0	Polygon	SEC054AA80-3D67-4C64-92F8-9DD374A9D089	WA35006227	SE585200-173430	Trosafjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585200-173430	2010	Trosafjärden_(58.88,17.56)	N	 	 	18238.54948	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
249	Fågelöfjärden	3	2	2006-12-31		12	585200-173600	SE3	SE585200-173600	SE3	SE	12n	12	34955.29509	10533964.97	307.0	Polygon	SE26EAB5BE-BEB7-4944-8835-D2A5FE5B4DE7	WA69437699	SE585200-173600	Fågelöfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585200-173600	2010	Fågelöfjärden_(58.87,17.6)	N	 	 	34955.29509	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
250	Hållsviken	3	2	2006-12-31		12	585075-173130	SE3	SE585075-173130	SE3	SE	12n	12	31773.94619	8452317.822	300.0	Polygon	SE8839F993-134A-477A-A70F-7531851D1415	WA41617962	SE585075-173130	Hållsviken	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585075-173130	2010	Hållsviken_(58.84,17.52)	N	 	 	31773.9462	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
251	Gillsviken	3	2	2006-12-31		12	585040-173535	SE3	SE585040-173535	SE3	SE	12n	12	12511.80239	2846455.635	299.0	Polygon	SE00DB5C27-011E-4E9C-8534-CBFF14FC207C	WA39256381	SE585040-173535	Gillsviken	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE585040-173535	2010	Gillsviken_(58.84,17.59)	N	 	 	12511.80239	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
252	Krabbfjärden	3	2	2006-12-31		14	584340-174401	SE3	SE584340-174401	SE3	SE	14	14	163121.173	356025866.3	276.0	Polygon	SE42F6DBA3-270B-499E-9DA9-616A1823AD39	WA59109207	SE584340-174401	Krabbfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584340-174401	2010	Krabbfjärden_(58.73,17.69)	N	 	 	163121.173	14	14 - Östergötlands yttre kustvatten	Östergötlands yttre kustvatten		Norra Östersjöns vattendistrikt
253	Gupafjärden	3	2	2006-12-31		12	584600-173200	SE3	SE584600-173200	SE3	SE	12n	12	55163.89	24473014.3	287.0	Polygon	SEEA1474A5-BD8D-4547-8232-52227B462B96	WA28505986	SE584600-173200	Gupafjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584600-173200	2010	Gupafjärden_(58.78,17.53)	N	 	 	55163.89	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
254	Gunnarbofjärden	3	2	2006-12-31		12	584820-172920	SE3	SE584820-172920	SE3	SE	12n	12	12775.82466	2918139.187	292.0	Polygon	SEDE2EC7BE-458A-4E75-81F0-191B092A031F	WA33342011	SE584820-172920	Gunnarbofjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584820-172920	2010	Gunnarbofjärden_(58.81,17.48)	N	 	 	12775.82466	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
255	Tvären	3	2	2006-12-31		12	584520-172495	SE3	SE584520-172495	SE3	SE	12n	12	39305.96615	18028025.94	286.0	Polygon	SEE8E15509-9383-490F-BC58-43ABE19C17F3	WA83642235	SE584520-172495	Tvären	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584520-172495	2010	Tvären_(58.77,17.43)	N	 	 	39305.96615	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
256	Sjösafjärden	3	2	2006-12-31		12	584430-170665	SE3	SE584430-170665	SE3	SE	12n	12	15989.92197	5654778.7129999995	282.0	Polygon	SEEEDEA328-26AE-44BC-8187-6C2552946A1E	WA68112062	SE584430-170665	Sjösafjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584430-170665	2010	Sjösafjärden_(58.75,17.1)	N	 	 	15989.92197	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
257	Dragviksfjärden	3	2	2006-12-31		12	584400-172270	SE3	SE584400-172270	SE3	SE	12n	12	23415.82234	6386168.656	280.0	Polygon	SE1B223C3D-993A-484B-8044-798F3500B304	WA68885390	SE584400-172270	Dragviksfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584400-172270	2010	Dragviksfjärden_(58.74,17.35)	N	 	 	23415.82234	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
258	Ringsöfjärden sek namn	3	2	2006-12-31		12	584420-172515	SE3	SE584420-172515	SE3	SE	12n	12	22355.461880000003	4890395.601	281.0	Polygon	SE1AD7E126-85A5-4589-9741-06029A945002	WA69969592	SE584420-172515	Ringsöfjärden sek namn	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584420-172515	2010	Ringsöfjärden sek namn_(58.75,17.4)	N	 	 	22355.461880000003	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
259	Kråkfjärden	3	2	2006-12-31		12	584390-172085	SE3	SE584390-172085	SE3	SE	12n	12	20667.6556	7115154.478999999	278.0	Polygon	SE54DBC9C8-B929-4149-9DFD-CA8AC01FE816	WA88151759	SE584390-172085	Kråkfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584390-172085	2010	Kråkfjärden_(58.73,17.34)	N	 	 	20667.6556	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
260	Risöområdet sek namn	3	2	2006-12-31		12	584227-171600	SE3	SE584227-171600	SE3	SE	12n	12	98196.91294	25393178.95	274.0	Polygon	SEABCF408E-2D41-4B02-9AFB-D05F08038BEB	WA58126007	SE584227-171600	Risöområdet sek namn	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584227-171600	2010	Risöområdet sek namn_(58.7,17.3)	N	 	 	98196.91294	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
261	Mellanfjärden	3	2	2006-12-31		12	584435-170450	SE3	SE584435-170450	SE3	SE	12n	12	6993.945259	2843189.887	284.0	Polygon	SEFA18AECE-C611-42A2-9D8E-C996E8842732	WA88676813	SE584435-170450	Mellanfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584435-170450	2010	Mellanfjärden_(58.74,17.07)	N	 	 	6993.945259	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
262	Stadsfjärden	3	2	2006-12-31		12	584434-170260	SE3	SE584434-170260	SE3	SE	12n	12	5958.5324200000005	1562709.771	283.0	Polygon	SE4DA2D8FD-D5BE-4809-B5DD-8B0858D2EFA2	WA69508123	SE584434-170260	Stadsfjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584434-170260	2010	Stadsfjärden_(58.74,17.03)	N	 	 	5958.5324200000005	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
263	Örsbaken	3	2	2006-12-31		12	584085-171600	SE3	SE584085-171600	SE3	SE	12n	12	46587.556169999996	32199178.2	271.0	Polygon	SEE1E1C844-7762-4695-A91D-59271A15BC30	WA28753563	SE584085-171600	Örsbaken	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584085-171600	2010	Örsbaken_(58.7,17.2)	N	 	 	46587.556169999996	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
264	Aspafjärden	3	2	2006-12-31		12	584215-170800	SE3	SE584215-170800	SE3	SE	12n	12	22529.89198	7157867.055	273.0	Polygon	SE3A3C0F11-DD00-4A07-B641-19C3590086D4	WA37386450	SE584215-170800	Aspafjärden	CW	Y	SE3	NO	SE	SVAR2016	 http://www.viss.lansstyrelsen.se/waters.aspx?waterEUID=SE584215-170800	2010	Aspafjärden_(58.69,17.09)	N	 	 	22529.89198	12n	12n - Östergötlands samt Stockholms skärgård, mellankustvatten, norra	Östergötlands samt Stockholms skärgård, mellankustvatten, norra		Norra Östersjöns vattendistrikt
